komentar,clean_text
"Lumayan lah, pas sama harga",lumayan lah pas sama harga
bagusssssssssss,bagusssssssssss
bagus,bagus
Ok sesuai lah,ok sesuai lah
Sesuai dgn harga,sesuai dgn harga
Alhamdulillah pket nya sudah datang,alhamdulillah pket nya sudah datang
Mantap men,mantap men
Sesuai dengan harga,sesuai dengan harga
Oke,oke
oke,oke
Lumayan sesuai harga,lumayan sesuai harga
baik,baik
Mntaf,mntaf
Sesuai harga lah,sesuai harga lah
MANTEP SESUAI HARGA.,mantep sesuai harga
Rekomended,rekomended
B,b
Sesuai lah sama harga segitu,sesuai lah sama harga segitu
Mantap 👍,mantap
mantap,mantap
Top banget,top banget
Real pict nanti beli lagi,real pict nanti beli lagi
Kerenn sepatunya,kerenn sepatu
Mantap.,mantap
Goodo,goodo
okee lah buat harga sgini,okee lah buat harga sgini
Bagusssss,bagusssss
Okeatap,okeatap
Sesuai harga keren,sesuai harga keren
Baguss polllll,baguss polllll
Nt,nt
keren sepatu nya,keren sepatu nya
Barang sudah sampai,barang sudah sampai
Mantaps,mantaps
lumayan,lumayan
Semogga awet👍,semogga awet
kereeeen...,kereeeen
Mantep,mantep
Bagussssss,bagussssss
Sampai,sampai
Mantaaappp,mantaaappp
mantapppp,mantapppp
"Bagus, semoga awet",bagus moga awet
TOP,top
Warna: Mantap,warna mantap
"Realpict, next order lagi",realpict next order lagi
Sangat puassss,sangat puassss
Lubang tali sepatunya mepet ke pinggiran rawan jebol...kualitas sesuai harga.. Kurir Ramah ..itu aja sih,lubang tali sepatu mepet ke pinggir rawan jebolkualitas sesuai harga kurir ramah itu aja sih
Aroma: terlalu menyengat dan tidak meng enakkan Bentuk dan ukuran: bagus untuk ukiran pas Warna: bagus,aroma terlalu sengat dan tidak meng enak bentuk dan ukur bagus untuk ukir pas warna bagus
Barang nya lumayan bagus tapi bau lem nya kuat sama kurang presisi,barang nya lumayan bagus tapi bau lem nya kuat sama kurang presisi
Desainnya memang bagus cuman karetnya katanya empuk pas datag kerasss,desain memang bagus cuman karet kata empuk pas datag kerasss
"Barangnya bagus ,cuman pengantaran nya agak lambat",barang bagus cuman antar nya agak lambat
Luntur warnanya Bentuk dan ukuran: Tipis Aroma: Bau Warna: Luntur,luntur warna bentuk dan ukur tipis aroma bau warna luntur
"kocak bgt anjng tali sepatunya cuma sebelah, sebelah lagi mau pake apa? tali rapia? kocak bat ni toko💩 jan beli disini dah",kocak banget anjng tali sepatu cuma belah belah lagi mau pake apa tali rapia kocak bat ni toko jan beli sini dah
"Bagus, sangat sesuai dgn yg di foto, ringan juga enak di pakai, sdikit lecet di bagian jahitan atas sepatu tapi gak ngaruh sih hehe",bagus sangat sesuai dgn yang di foto ringan juga enak di pakai sdikit lecet di bagi jahit atas sepatu tapi gak ngaruh sih hehe
"Aroma: bau cat nya menyengat Bentuk dan ukuran: 42 di bagian bawahnya ada sedikit bolong-bolong, untuk packingnya lumayan, pengiriman cpet",aroma bau cat nya sengat bentuk dan ukur di bagi bawah ada sedikit bolongbolong untuk packingnya lumayan kirim cpet
"aga miring tulisanny maklum kw, tapi ttp bagus sesuai sama yg di foto lem masi keliatan dikit'",aga miring tulisanny maklum kw tapi ttp bagus sesuai sama yang di foto lem mas liat dikit
"Lumayan lah,sesuai sama harga tampilan menarik kualitas blm teruji bahan kw sesuai dengan harga,pengiriman express sehari sampai.",lumayan lahsesuai sama harga tampil tarik kualitas blm uji bahan kw sesuai dengan hargapengiriman express hari sampai
"Luar biasa sepatunya,murah tpi kualitas tdak murahan",luar biasa sepatunyamurah tpi kualitas tdak murah
Bagus sesuai dengan harapan Cuma saya tidak suka aroma nya saat di buka dari kotaknya aromanya seperti aroma minyak tanah sangat menyengat,bagus sesuai dengan harap cuma saya tidak suka aroma nya saat di buka dari kotak aroma seperti aroma minyak tanah sangat sengat
"review jujur? keras kaku, bau lem banget dan gak rapi. ya namanya juga barang KW yaudahlah ya, ga worth it tidak untuk dibeli lagi.. Bentuk dan ukuran: kebesaran dikit",review jujur keras kaku bau lem banget dan gak rapi ya nama juga barang kw yaudahlah ya tidak worth it tidak untuk beli lagi bentuk dan ukur besar dikit
Maaf bintang 3 soalnya ada bagian depan yang ngelupas 🫣 untuk yang lain aman sih 🙏,maaf bintang soal ada bagi depan yang ngelupas untuk yang lain aman sih
Jahitan ada yg kurang rapi bahkan pas dicobain sepatu malah jahitannya kebuka gtu di sepatu kanan untuk dipakainya nyaman semoga kuatlah meskipun kw,jahit ada yang kurang rapi bahkan pas dicobain sepatu malah jahit buka gtu di sepatu kanan untuk pakai nyaman moga kuat meski kw
Kayak bau lem alteko pas dibuka tapi lumayan lah,kayak bau lem alteko pas buka tapi lumayan lah
lumayan bagus sepatunya tapi minus bau cat terus ada bintik bintik sama warnanya luntur,lumayan bagus sepatu tapi minus bau cat terus ada bintik bintik sama warna luntur
"Outsol nya banyak bintik bintik bolong sedikit, tapi gak ngaruh sih Warna: Sesuai Bentuk dan ukuran: Pass",outsol nya banyak bintik bintik bolong sedikit tapi gak ngaruh sih warna sesuai bentuk dan ukur pass
"Warna salah,bagiannya ada yg sobek, penjual tidak ada konfirmasi sebelumnya klo emng gk ada warna bilang aja,cuma di cek lagi kondisi barangnya,saya gk bisa pengembalian karna ini sangat perlu dipakai dadakan Lain kali jgn bgtu ya min Bentuk dan ukuran: Ok Aroma: Ok Daya tahan pakai: Ada robeknya Warna: Gk sesuai apa yg dipesan",warna salahbagiannya ada yang sobek jual tidak ada konfirmasi belum klo emng tidak ada warna bilang ajacuma di cek lagi kondisi barangnyasaya tidak bisa kembali karna ini sangat perlu pakai dada lain kali jgn bgtu ya min bentuk dan ukur ok aroma ok daya tahan pakai ada robek warna tidak sesuai apa yang pes
"Keren sih buat harga segitu, tapi tahan lama gak ya kebetulan bau lemnya melekat bet dah tapi saya sangat puas mantap",keren sih buat harga segitu tapi tahan lama gak ya betul bau lem lekat bet dah tapi saya sangat puas mantap
Bentuk dan ukuran: Pass Warna: Baguss banget Jangan lupa beli di sini work it banget,bentuk dan ukur pass warna baguss banget jangan lupa beli di sini work it banget
"Saya sangat puas, tapi sayang tidak di kasih kaus kaki.",saya sangat puas tapi sayang tidak di kasih kaus kaki
"Yah sesuai sama hrga untuk kualitas nya, cukup lah buat jadi sepatu tempur",yah sesuai sama hrga untuk kualitas nya cukup lah buat jadi sepatu tempur
Warna: Warna luntur Daya tahan pakai: Lem kurang kuat Baru dipakai 1 kali cat sudah mengelupas,warna warna luntur daya tahan pakai lem kurang kuat baru pakai kali cat sudah kelupas
Bentuk dan ukuran: Bahan sesuai sama pesanan dan ukuran juga pas banget di kaki.. 👍,bentuk dan ukur bahan sesuai sama pesan dan ukur juga pas banget di kaki
Bentuk dan ukuran: pas dan cocok Aroma: har Daya tahan pakai: mungkin lama,bentuk dan ukur pas dan cocok aroma har daya tahan pakai mungkin lama
"Kagak sesuai garis merahnya lecet sebelah, warna juga beda, bisaa aja ni toko nipunya",kagak sesuai garis merah lecet belah warna juga beda bisaa aja ni toko nipunya
"sesui hargaa cat nyaa nyengat banget ,kalo beli aku sarain jangan lasung di pakai di jemur dulu bentar biar maxsiml, empuk enak pass pantappp",sesui hargaa cat nyaa nyengat banget kalo beli aku sarain jangan lasung di pakai di jemur dulu bentar biar maxsiml empuk enak pass pantappp
"SANGAT TIDAK RECOMEND, tipis, dan tidak rapi, aroma lem sangat kuat dan melebar tidak rapi sama sekali, bentuk sangat tidak sesuai, tolong yang bikin video affiliate lebih jujur lagi kalau review",sangat tidak recomend tipis dan tidak rapi aroma lem sangat kuat dan lebar tidak rapi sama sekali bentuk sangat tidak sesuai tolong yang bikin video affiliate lebih jujur lagi kalau review
Sepatu nyaman tapi ada noda cet warna abu,sepatu nyaman tapi ada noda cet warna abu
Bahan bagus berat nya jga enteng kek nye enak buat daki,bahan bagus berat nya jga enteng kek nye enak buat daki
Sesuai dengan gambar ukuran pad Aroma: Wangi kyk baru Daya tahan pakai: Kayak nya awet,sesuai dengan gambar ukur pad aroma wangi kyk baru daya tahan pakai kayak nya awet
Lumayan lah sesuai ama harga Btw bau lem nya nyengat banget,lumayan lah sesuai ama harga btw bau lem nya nyengat banget
Lumayan lah untuk kualitas sepatu AHOK INI gak jauh dari bau cat nyengat poll 🗿🗿🗿,lumayan lah untuk kualitas sepatu ahok ini gak jauh dari bau cat nyengat poll
barang sudah sampai barang lumayan 👌,barang sudah sampai barang lumayan
ginih banget anjit ke tarik dikit lubang tali sepatu nya kaya ngerut dan aya mau putus lubang nya,ginih banget anjit ke tarik dikit lubang tali sepatu nya kaya ngerut dan aya mau putus lubang nya
"Agak sempit, tapi biasanya pakai size itu longgar. Semoga aja pas untuk lari. Terimakasih",agak sempit tapi biasa pakai size itu longgar moga aja pas untuk lari terimakasih
"Perasaan pesen abu, sampeknya biru, perasaan direview warnanya abu deh🥲 Bentuk dan ukuran: Lebih besar dr biasanya Aroma: Baik ngk enak🤣 Daya tahan pakai: Blm dipake, ngk mood liat warnanya🤣",asa sen abu sampek biru asa direview warna abu deh bentuk dan ukur lebih besar dr biasa aroma baik ngk enak daya tahan pakai blm dipake ngk mood liat warna
bagus tapilan kece badai tapi lem nya agak kelihatan di luar,bagus tapilan kece badai tapi lem nya agak lihat di luar
Lumayan nyaman sih cuma minus di lem sama pewarnaan sol aj kalo di perbaiki pasti tambah bagus itu aj sih,lumayan nyaman sih cuma minus di lem sama warna sol aj kalo di baik pasti tambah bagus itu aj sih
Yang di kanan miring jadi kalau di pake sangat beda skalii,yang di kanan miring jadi kalau di pake sangat beda skalii
Lumayan oke walau ada potongan yang gak reta di dekat tempat masang tali tapi lumayan lah untuk harga segitu,lumayan oke walau ada potong yang gak reta di dekat tempat masang tali tapi lumayan lah untuk harga segitu
Pengiriman cepat sepatu okey dengan harga segitu cuman sarung kaki nya ga ada bukannya free sarung kaki ya kecewa dikit sihh,kirim cepat sepatu okey dengan harga segitu cuman sarung kaki nya tidak ada bukan free sarung kaki ya kecewa dikit sihh
Pengiriman cpt.... lumayan dgn hrg segitu Keren,kirim cpt lumayan dgn hrg segitu keren
"mantap sepatunya saya suka👍,dan kiruiny ramah",mantap sepatu saya suka dan kiruiny ramah
"cukup puas, dengan harga segitu ya work it,mantappp🔥🔥🔥",cukup puas dengan harga segitu ya work itmantappp
Kayak kw ini barang nya tapi lumayan lahh buat jogging,kayak kw ini barang nya tapi lumayan lahh buat jogging
"Sepatunya sdh Terima dg baik, ringan dipakai. semoga awet Bentuk dan ukuran: Sesuai pesanan Warna: Sesuai",sepatu sdh terima dg baik ringan pakai moga awet bentuk dan ukur sesuai pesan warna sesuai
Bangsat toko bodoh kirim sepatu yang kanan ukuran 43 terus yang kiri ukuran 33 goblok ga bagus toko sampah,bangsat toko bodoh kirim sepatu yang kanan ukur terus yang kiri ukur goblok tidak bagus toko sampah
Ada retak sedikit dibagian bawah,ada retak sedikit bagi bawah
"Sepatu sudah aku terima bagus sesuai dengan yang di pesan, tunggu hari Sabtu aku pakai tektok ke gunung Lemongan, semoga awet",sepatu sudah aku terima bagus sesuai dengan yang di pesan tunggu hari sabtu aku pakai tektok ke gunung long moga awet
Bagus walau ada lem yang kebuka,bagus walau ada lem yang buka
Pesen sepatu hoka datangnya sepatu lain warnanya beda lagi emang tolol karyawan buta semua yg dipekerjakan toko bodohh,sen sepatu hoka datang sepatu lain warna beda lagi emang tolol karyawan buta semua yang kerja toko bodohh
"Pengecekan nya jelek, sekali pake langsung jebol",kece nya jelek sekali pake langsung jebol
kanan semua yang kiri mana ini kanan semua yang kiri mana yha,kanan semua yang kiri mana ini kanan semua yang kiri mana yha
belum di pakai belakang nya sudah sobek dikit,belum di pakai belakang nya sudah sobek dikit
Tali dan kualitas kurang bagus,tali dan kualitas kurang bagus
Walaupun murah rapiin kek desain nya udah gtu bau lem paralon,walaupun murah rapiin kek desain nya udah gtu bau lem paralon
kw warna asli sm digambar beda motif nya juga ga ada,kw warna asli sm gambar beda motif nya juga tidak ada
Kurang bagus warnanya budar semua/kurang jelas,kurang bagus warna budar semuakurang jelas
paket sudah datang baru di bukaa lemnya udah ga kuat pesan:kasih lem yang lebih rapi belum sempet ku pake padahal ini sepatu malah lem mengkap,paket sudah datang baru di bukaa lem udah tidak kuat pesankasih lem yang lebih rapi belum sempet ku pake padahal ini sepatu malah lem kap
chatnya ngelupas dan tapaknya keras kecewa banget next gak percaya lagi sama nih tokoh..,chatnya ngelupas dan tapak keras kecewa banget next gak percaya lagi sama nih tokoh
"Paket datang sudah lama, malah tali sepatu kurang 1, ta💩k",paket datang sudah lama malah tali sepatu kurang ta k
Bagus udah free koskali mantap deh,bagus udah free koskali mantap deh
Sangat tidak memuaskan...barangnya jauh beda ..tlong kembalikan dana saya,sangat tidak memuaskanbarangnya jauh beda tlong kembali dana saya
mantul sesuai pesanan dan sesuai harga.,mantul sesuai pesan dan sesuai harga
"bagus sih rapi,tapi ada yang sobek di bagian tumin belakang tapi gak papa bisa aku jahit sendiri👍",bagus sih rapitapi ada yang sobek di bagi tumin belakang tapi gak papa bisa aku jahit sendiri
Barang bagus tapi tidak sesuai harga,barang bagus tapi tidak sesuai harga
"untuk harga nya lumayan murah, sesuai kualitas sepatu nya, cuman bau lem nya nyengat banget",untuk harga nya lumayan murah sesuai kualitas sepatu nya cuman bau lem nya nyengat banget
"Bagus sih wort it lah harga segitu tapi bau catnya terlalu menyengat sampai baunya ga ilang2 di kamar,sama jaitannya kurang rapi di bagian lubang sepatu 🙏",bagus sih wort it lah harga segitu tapi bau cat terlalu sengat sampai bau tidak ilang di kamarsama jaitannya kurang rapi di bagi lubang sepatu
"menurutku sepatunya dari look sesuai dengan di foto, sesuai lah dengan harga segitu, paling kurangnya kok bau lem yang menyengat ya, semoga next bisa diperbaiki",turut sepatu dari look sesuai dengan di foto sesuai lah dengan harga segitu paling kurang kok bau lem yang sengat ya moga next bisa baik
"Bentuk dan ukuran: Bentuknya oke, ukuran pas Aroma: Bau lem Daya tahan pakai: Belum tau ,semoga awet Warna: Ok Overal ok aja untuk harga segini buat daily run lumayan mines bau nya aja sih",bentuk dan ukur bentuk oke ukur pas aroma bau lem daya tahan pakai belum tau moga awet warna ok overal ok aja untuk harga gin buat daily run lumayan mes bau nya aja sih
Produk kurang bagus kurang rapi ada lem Masi belepotan,produk kurang bagus kurang rapi ada lem mas belepotan
Buat harga segitu mah ok bagus Aroma: Sangat menyengat banget bau cat ny Warna: Sesuai Daya tahan pakai: Mudahan awet Bentuk dan ukuran: Ukuran pas,buat harga segitu mah ok bagus aroma sangat sengat banget bau cat ny warna sesuai daya tahan pakai mudah awet bentuk dan ukur ukur pas
"Bahan sepatu nya bagus , cuma packing an aja kurg bagus kotak nya penyok2",bahan sepatu nya bagus cuma packing an aja kurg bagus kotak nya penyok
"Barang sesuai foto , semoga awet",barang sesuai foto moga awet
Bagus cuma kok yang lain dapet bonus kaos kaki tapi punya saya kok gaada,bagus cuma kok yang lain dapet bonus kaos kaki tapi punya saya kok gaada
"Bagus banget sih untuk harga segitu,nyaman enak juga di pakenya",bagus banget sih untuk harga segitunyaman enak juga di pakenya
Aroma: bau lem Warna: warna baik lah lumayan kya di fto Daya tahan pakai: lemnya mudah copot Bentuk dan ukuran: baik,aroma bau lem warna warna baik lah lumayan kya di fto daya tahan pakai lem mudah copot bentuk dan ukur baik
Kurang kuat dilem tapi sangat bagus sepatunya,kurang kuat lem tapi sangat bagus sepatu
Sepatu apaan ini bau lem kaya sandal suwalow dan juga ga empuk,sepatu apa ini bau lem kaya sandal suwalow dan juga tidak empuk
Kurang bagus lem perekat nya Desain nya jelek ga sesuai gambar,kurang bagus lem rekat nya desain nya jelek tidak sesuai gambar
Bagus si cuma ada minus nya,bagus si cuma ada minus nya
"Bentuk dan ukuran: Pas bagus, sepatunya ringan bangetttt",bentuk dan ukur pas bagus sepatu ringan bangetttt
"yaa baguslah, saran aja mas packing nya di kembangin lagi aja mas soalnya box nya ga tahan penyok penyok",yaa bagus saran aja mas packing nya di kembangin lagi aja mas soal box nya tidak tahan penyok penyok
bagus tapi kekecilan 😌😌,bagus tapi kecil
Cocok tapi belakangnya jahitannya agak kurang udh jebol dipake sekali,cocok tapi belakang jahit agak kurang udh jebol dipake sekali
warna nya tidak sesui degang di foto,warna nya tidak sesui degang di foto
Singkat sjah sya ksih 100 % untuk kurir ny. Orang ny ramah dan sopan,singkat sjah sya ksih untuk kurir ny orang ny ramah dan sopan
outsole keras,outsole keras
Talinya cuma 1,tali cuma
Barang sesuai pesenan,barang sesuai sen
Sesuai dg harganya,sesuai dg harga
ringan berkulaitas,ringan berkulaitas
ya oke lah dengan harga segitu,ya oke lah dengan harga segitu
salah warnaa,salah warnaa
warnanya tidak sesuai,warna tidak sesuai
Mantapp👍,mantapp
paket nya lama datang nya telat 2 h,paket nya lama datang nya telat h
Sesuai pesanan,sesuai pesan
Jelek,jelek
1 kali pakeee jebollll langsung,kali pakeee jebollll langsung
Sesuai,sesuai
43 serasa 41,serasa
Best,best
Bagus,bagus
"Real pict, keren👍",real pict keren
Bagus..,bagus
baik,baik
Manteb poll😍😍,manteb poll
Pass bangt,pass bangt
Better lah..,better lah
Good products,good products
Real pict dan semoga awet,real pict dan moga awet
Pengiriman lambat 🙏,kirim lambat
Bagus kali ini,bagus kali ini
